timestamp,tripId,tripTime,routeId,day,direction,timeToReachExpressStation,timeToReachDestination
1382,098550_2..S01R,098550,2,Thursday,S,,
1382,099000_2..N01R,099000,2,Thursday,N,,
1382,099050_2..N03R,099050,2,Thursday,N,,
1382,099100_2..S01R,099100,2,Thursday,S,,
1382,099750_2..N01R,099750,2,Thursday,N,,
1382,100000_2..S01R,100000,2,Thursday,S,,
1382,100550_2..N03R,100550,2,Thursday,N,,
1382,100600_2..N01R,100600,2,Thursday,N,,
1382,100650_2..S01R,100650,2,Thursday,S,,
1382,101100_2..S01R,101100,2,Thursday,S,,
1382,101800_2..S01R,101800,2,Thursday,S,,
1382,102150_2..N01R,102150,2,Thursday,N,,
1382,102600_2..S01R,102600,2,Thursday,S,,
1382,102750_2..N01R,102750,2,Thursday,N,,
1382,102750_2..N03R,102750,2,Thursday,N,,
1382,103000_2..S01R,103000,2,Thursday,S,,1519945373
1382,103450_2..N01R,103450,2,Thursday,N,,
1382,103800_2..S01R,103800,2,Thursday,S,1519945359,1519946028
1382,103950_2..N01R,103950,2,Thursday,N,,
1382,104600_2..S01R,104600,2,Thursday,S,1519946122,1519946602
1382,105150_2..N01R,105150,2,Thursday,N,,
1382,105400_2..S01R,105400,2,Thursday,S,1519946548,1519947028
1382,105650_2..N01R,105650,2,Thursday,N,,
1382,106150_2..S01R,106150,2,Thursday,S,1519946790,1519947270
1382,106200_2..N01R,106200,2,Thursday,N,,
1382,106950_2..N01R,106950,2,Thursday,N,,
1382,107050_2..S01R,107050,2,Thursday,S,1519947302,1519947782
1382,107500_2..N01R,107500,2,Thursday,N,,
1382,107650_2..S01R,107650,2,Thursday,S,1519947825,1519948305
1382,108200_2..N01R,108200,2,Thursday,N,,
1382,108450_2..S01R,108450,2,Thursday,S,1519948260,1519948710
1382,108750_2..N01R,108750,2,Thursday,N,,
1382,109350_2..S01R,109350,2,Thursday,S,1519948800,1519949250
1382,109500_2..N01R,109500,2,Thursday,N,,
1382,110050_2..S01R,110050,2,Thursday,S,1519949220,1519949670
1382,110050_2..N01R,110050,2,Thursday,N,,
1382,110550_2..N01R,110550,2,Thursday,N,,
1382,110700_2..S01R,110700,2,Thursday,S,1519949640,1519950090
1382,111100_2..N01R,111100,2,Thursday,N,,
1382,101100_2..N01R,101100,2,Thursday,N,,
1382,100350_3..N01R,100350,3,Thursday,N,,
1382,100800_3..S01R,100800,3,Thursday,S,,
1382,100800_3..N01R,100800,3,Thursday,N,,
1382,101150_3..N01R,101150,3,Thursday,N,,
1382,101600_3..S01R,101600,3,Thursday,S,,
1382,101800_3..N01R,101800,3,Thursday,N,,
1382,102400_3..S01R,102400,3,Thursday,S,,
1382,103150_3..N01R,103150,3,Thursday,N,,
1382,103200_3..S01R,103200,3,Thursday,S,,
1382,103550_3..N01R,103550,3,Thursday,N,,
1382,103800_3..S01R,103800,3,Thursday,S,,
1382,104100_3..N01R,104100,3,Thursday,N,,
1382,104800_3..S01R,104800,3,Thursday,S,,
1382,104800_3..N01R,104800,3,Thursday,N,,
1382,105250_3..N01R,105250,3,Thursday,N,,
1382,105600_3..S01R,105600,3,Thursday,S,,
1382,106000_3..N01R,106000,3,Thursday,N,,
1382,106400_3..S01R,106400,3,Thursday,S,,1519945374
1382,106600_3..N01R,106600,3,Thursday,N,,
1382,107350_3..S01R,107350,3,Thursday,S,1519945365,1519946135
1382,107350_3..N01R,107350,3,Thursday,N,,
1382,108000_3..N01R,108000,3,Thursday,N,,
1382,108100_3..S01R,108100,3,Thursday,S,1519946068,1519946548
1382,108900_3..S01R,108900,3,Thursday,S,1519946580,1519947060
1382,109200_3..N01R,109200,3,Thursday,N,,
1382,109800_3..S01R,109800,3,Thursday,S,1519947090,1519947570
1382,109800_3..N01R,109800,3,Thursday,N,,
1382,110600_3..S01R,110600,3,Thursday,S,1519947570,1519948050
1382,110700_3..N01R,110700,3,Thursday,N,,
1382,111200_3..S01R,111200,3,Thursday,S,1519947930,1519948410
1382,111600_3..N01R,111600,3,Thursday,N,,
1383,102600_1..S,102600,1,Thursday,S,,
1383,102400_1..N03R,102400,1,Thursday,N,,
1383,102800_1..N03R,102800,1,Thursday,N,,
1383,103000_1..S03R,103000,1,Thursday,S,,
1383,103200_1..N03R,103200,1,Thursday,N,,
1383,103550_1..S04R,103550,1,Thursday,S,,
1383,103600_1..N03R,103600,1,Thursday,N,,
1383,103700_1..S03R,103700,1,Thursday,S,,
1383,104000_1..N03R,104000,1,Thursday,N,,
1383,104150_1..S03R,104150,1,Thursday,S,,
1383,104400_1..N03R,104400,1,Thursday,N,,
1383,104600_1..S03R,104600,1,Thursday,S,,1519945629
1383,104800_1..N03R,104800,1,Thursday,N,,
1383,105050_1..S03R,105050,1,Thursday,S,,1519945705
1383,105200_1..N03R,105200,1,Thursday,N,,
1383,105500_1..S03R,105500,1,Thursday,S,,1519945962
1383,105550_1..N03R,105550,1,Thursday,N,,
1383,105900_1..N03R,105900,1,Thursday,N,,
1383,105950_1..S03R,105950,1,Thursday,S,1519945609,1519946299
1383,106250_1..N03R,106250,1,Thursday,N,,
1383,106400_1..S03R,106400,1,Thursday,S,1519945947,1519946637
1383,106600_1..N03R,106600,1,Thursday,N,,
1383,106850_1..N03R,106850,1,Thursday,N,,
1383,106900_1..S03R,106900,1,Thursday,S,1519946267,1519946957
1383,107300_1..N03R,107300,1,Thursday,N,,
1383,107400_1..S03R,107400,1,Thursday,S,1519946553,1519947243
1383,107650_1..N03R,107650,1,Thursday,N,,
1383,107900_1..S03R,107900,1,Thursday,S,1519946766,1519947456
1383,108000_1..N03R,108000,1,Thursday,N,,
1383,108300_1..S03R,108300,1,Thursday,S,1519946970,1519947660
1383,108400_1..N03R,108400,1,Thursday,N,,
1383,108750_1..S03R,108750,1,Thursday,S,1519947240,1519947930
1383,108900_1..N03R,108900,1,Thursday,N,,
1383,109150_1..S03R,109150,1,Thursday,S,1519947480,1519948170
1383,109300_1..N03R,109300,1,Thursday,N,,
1383,109600_1..S03R,109600,1,Thursday,S,1519947750,1519948440
1383,109700_1..N03R,109700,1,Thursday,N,,
1383,110050_1..S03R,110050,1,Thursday,S,1519948020,1519948710
1383,110100_1..N03R,110100,1,Thursday,N,,
1383,110450_1..S03R,110450,1,Thursday,S,1519948260,1519948950
1383,110500_1..N03R,110500,1,Thursday,N,,
1383,110900_1..S03R,110900,1,Thursday,S,1519948530,1519949220
1383,111000_1..N03R,111000,1,Thursday,N,,
1383,111350_1..S03R,111350,1,Thursday,S,1519948800,1519949490
1383,111400_1..N03R,111400,1,Thursday,N,,
1383,096650_2..N03R,096650,2,Thursday,N,,
1383,098050_2..S01R,098050,2,Thursday,S,,
1383,098150_2..N01R,098150,2,Thursday,N,,
1383,098550_2..S01R,098550,2,Thursday,S,,
1383,099000_2..N01R,099000,2,Thursday,N,,
1383,099050_2..N03R,099050,2,Thursday,N,,
1383,099100_2..S01R,099100,2,Thursday,S,,
1383,099750_2..N01R,099750,2,Thursday,N,,
1383,100000_2..S01R,100000,2,Thursday,S,,
1383,100550_2..N03R,100550,2,Thursday,N,,
1383,100600_2..N01R,100600,2,Thursday,N,,
1383,100650_2..S01R,100650,2,Thursday,S,,
1383,101100_2..S01R,101100,2,Thursday,S,,
1383,101800_2..S01R,101800,2,Thursday,S,,
1383,102150_2..N01R,102150,2,Thursday,N,,
1383,102600_2..S01R,102600,2,Thursday,S,,
1383,102750_2..N01R,102750,2,Thursday,N,,
1383,102750_2..N03R,102750,2,Thursday,N,,
1383,103000_2..S01R,103000,2,Thursday,S,,1519945387
1383,103450_2..N01R,103450,2,Thursday,N,,
1383,103800_2..S01R,103800,2,Thursday,S,1519945381,1519946028
1383,103950_2..N01R,103950,2,Thursday,N,,
1383,104600_2..S01R,104600,2,Thursday,S,1519946122,1519946602
1383,105150_2..N01R,105150,2,Thursday,N,,
1383,105400_2..S01R,105400,2,Thursday,S,1519946548,1519947028
1383,105650_2..N01R,105650,2,Thursday,N,,
1383,106150_2..S01R,106150,2,Thursday,S,1519946790,1519947270
1383,106200_2..N01R,106200,2,Thursday,N,,
1383,106950_2..N01R,106950,2,Thursday,N,,
1383,107050_2..S01R,107050,2,Thursday,S,1519947302,1519947782
1383,107500_2..N01R,107500,2,Thursday,N,,
1383,107650_2..S01R,107650,2,Thursday,S,1519947846,1519948326
1383,108200_2..N01R,108200,2,Thursday,N,,
1383,108450_2..S01R,108450,2,Thursday,S,1519948260,1519948710
1383,108750_2..N01R,108750,2,Thursday,N,,
1383,109350_2..S01R,109350,2,Thursday,S,1519948800,1519949250
1383,109500_2..N01R,109500,2,Thursday,N,,
1383,110050_2..S01R,110050,2,Thursday,S,1519949220,1519949670
1383,110050_2..N01R,110050,2,Thursday,N,,
1383,110550_2..N01R,110550,2,Thursday,N,,
1383,110700_2..S01R,110700,2,Thursday,S,1519949640,1519950090
1383,111100_2..N01R,111100,2,Thursday,N,,
1383,101100_2..N01R,101100,2,Thursday,N,,
1383,100350_3..N01R,100350,3,Thursday,N,,
1383,100800_3..S01R,100800,3,Thursday,S,,
1383,100800_3..N01R,100800,3,Thursday,N,,
1383,101150_3..N01R,101150,3,Thursday,N,,
1383,101600_3..S01R,101600,3,Thursday,S,,
1383,101800_3..N01R,101800,3,Thursday,N,,
1383,102400_3..S01R,102400,3,Thursday,S,,
1383,103150_3..N01R,103150,3,Thursday,N,,
1383,103200_3..S01R,103200,3,Thursday,S,,
1383,103550_3..N01R,103550,3,Thursday,N,,
1383,103800_3..S01R,103800,3,Thursday,S,,
1383,104100_3..N01R,104100,3,Thursday,N,,
1383,104800_3..S01R,104800,3,Thursday,S,,
1383,104800_3..N01R,104800,3,Thursday,N,,
1383,105250_3..N01R,105250,3,Thursday,N,,
1383,105600_3..S01R,105600,3,Thursday,S,,
1383,106000_3..N01R,106000,3,Thursday,N,,
1383,106400_3..S01R,106400,3,Thursday,S,,1519945374
1383,106600_3..N01R,106600,3,Thursday,N,,
1383,107350_3..S01R,107350,3,Thursday,S,1519945376,1519946135
1383,107350_3..N01R,107350,3,Thursday,N,,
1383,108000_3..N01R,108000,3,Thursday,N,,
1383,108100_3..S01R,108100,3,Thursday,S,1519946097,1519946577
1383,108900_3..S01R,108900,3,Thursday,S,1519946580,1519947060
1383,109200_3..N01R,109200,3,Thursday,N,,
1383,109800_3..S01R,109800,3,Thursday,S,1519947090,1519947570
1383,109800_3..N01R,109800,3,Thursday,N,,
1383,110600_3..S01R,110600,3,Thursday,S,1519947570,1519948050
1383,110700_3..N01R,110700,3,Thursday,N,,
1383,111200_3..S01R,111200,3,Thursday,S,1519947930,1519948410
1383,111600_3..N01R,111600,3,Thursday,N,,
1383,102600_1..S,102600,1,Thursday,S,,
1383,102400_1..N03R,102400,1,Thursday,N,,
1383,102800_1..N03R,102800,1,Thursday,N,,
1383,103000_1..S03R,103000,1,Thursday,S,,
1383,103200_1..N03R,103200,1,Thursday,N,,
1383,103550_1..S04R,103550,1,Thursday,S,,
1383,103600_1..N03R,103600,1,Thursday,N,,
1383,103700_1..S03R,103700,1,Thursday,S,,
1383,104000_1..N03R,104000,1,Thursday,N,,
1383,104150_1..S03R,104150,1,Thursday,S,,
1383,104400_1..N03R,104400,1,Thursday,N,,
1383,104600_1..S03R,104600,1,Thursday,S,,1519945629
1383,104800_1..N03R,104800,1,Thursday,N,,
1383,105050_1..S03R,105050,1,Thursday,S,,1519945679
1383,105200_1..N03R,105200,1,Thursday,N,,
1383,105500_1..S03R,105500,1,Thursday,S,,1519945982
1383,105550_1..N03R,105550,1,Thursday,N,,
1383,105900_1..N03R,105900,1,Thursday,N,,
1383,105950_1..S03R,105950,1,Thursday,S,1519945608,1519946298
1383,106250_1..N03R,106250,1,Thursday,N,,
1383,106400_1..S03R,106400,1,Thursday,S,1519945929,1519946619
1383,106600_1..N03R,106600,1,Thursday,N,,
1383,106850_1..N03R,106850,1,Thursday,N,,
1383,106900_1..S03R,106900,1,Thursday,S,1519946267,1519946957
1383,107300_1..N03R,107300,1,Thursday,N,,
1383,107400_1..S03R,107400,1,Thursday,S,1519946553,1519947243
1383,107650_1..N03R,107650,1,Thursday,N,,
1383,107900_1..S03R,107900,1,Thursday,S,1519946745,1519947435
1383,108000_1..N03R,108000,1,Thursday,N,,
1383,108300_1..S03R,108300,1,Thursday,S,1519946970,1519947660
1383,108400_1..N03R,108400,1,Thursday,N,,
1383,108750_1..S03R,108750,1,Thursday,S,1519947240,1519947930
1383,108900_1..N03R,108900,1,Thursday,N,,
1383,109150_1..S03R,109150,1,Thursday,S,1519947480,1519948170
1383,109300_1..N03R,109300,1,Thursday,N,,
1383,109600_1..S03R,109600,1,Thursday,S,1519947750,1519948440
1383,109700_1..N03R,109700,1,Thursday,N,,
1383,110050_1..S03R,110050,1,Thursday,S,1519948020,1519948710
1383,110100_1..N03R,110100,1,Thursday,N,,
1383,110450_1..S03R,110450,1,Thursday,S,1519948260,1519948950
1383,110500_1..N03R,110500,1,Thursday,N,,
1383,110900_1..S03R,110900,1,Thursday,S,1519948530,1519949220
1383,111000_1..N03R,111000,1,Thursday,N,,
1383,111350_1..S03R,111350,1,Thursday,S,1519948800,1519949490
1383,111400_1..N03R,111400,1,Thursday,N,,
1383,096650_2..N03R,096650,2,Thursday,N,,
1383,098050_2..S01R,098050,2,Thursday,S,,
1383,098150_2..N01R,098150,2,Thursday,N,,
1383,098550_2..S01R,098550,2,Thursday,S,,
1383,099000_2..N01R,099000,2,Thursday,N,,
1383,099050_2..N03R,099050,2,Thursday,N,,
1383,099100_2..S01R,099100,2,Thursday,S,,
1383,099750_2..N01R,099750,2,Thursday,N,,
1383,100000_2..S01R,100000,2,Thursday,S,,
1383,100550_2..N03R,100550,2,Thursday,N,,
1383,100600_2..N01R,100600,2,Thursday,N,,
1383,100650_2..S01R,100650,2,Thursday,S,,
1383,101100_2..S01R,101100,2,Thursday,S,,
1383,101800_2..S01R,101800,2,Thursday,S,,
1383,102150_2..N01R,102150,2,Thursday,N,,
1383,102600_2..S01R,102600,2,Thursday,S,,
1383,102750_2..N01R,102750,2,Thursday,N,,
1383,102750_2..N03R,102750,2,Thursday,N,,
1383,103000_2..S01R,103000,2,Thursday,S,,1519945387
1383,103450_2..N01R,103450,2,Thursday,N,,
1383,103800_2..S01R,103800,2,Thursday,S,1519945415,1519946031
1383,103950_2..N01R,103950,2,Thursday,N,,
1383,104600_2..S01R,104600,2,Thursday,S,1519946132,1519946612
1383,105150_2..N01R,105150,2,Thursday,N,,
1383,105400_2..S01R,105400,2,Thursday,S,1519946571,1519947051
1383,105650_2..N01R,105650,2,Thursday,N,,
1383,106150_2..S01R,106150,2,Thursday,S,1519946807,1519947287
1383,106200_2..N01R,106200,2,Thursday,N,,
1383,106950_2..N01R,106950,2,Thursday,N,,
1383,107050_2..S01R,107050,2,Thursday,S,1519947324,1519947804
1383,107500_2..N01R,107500,2,Thursday,N,,
1383,107650_2..S01R,107650,2,Thursday,S,1519947846,1519948326
1383,108200_2..N01R,108200,2,Thursday,N,,
1383,108450_2..S01R,108450,2,Thursday,S,1519948260,1519948710
1383,108750_2..N01R,108750,2,Thursday,N,,
1383,109350_2..S01R,109350,2,Thursday,S,1519948800,1519949250
1383,109500_2..N01R,109500,2,Thursday,N,,
1383,110050_2..S01R,110050,2,Thursday,S,1519949220,1519949670
1383,110050_2..N01R,110050,2,Thursday,N,,
1383,110550_2..N01R,110550,2,Thursday,N,,
1383,110700_2..S01R,110700,2,Thursday,S,1519949640,1519950090
1383,111100_2..N01R,111100,2,Thursday,N,,
1383,101100_2..N01R,101100,2,Thursday,N,,
1383,100350_3..N01R,100350,3,Thursday,N,,
1383,100800_3..S01R,100800,3,Thursday,S,,
1383,100800_3..N01R,100800,3,Thursday,N,,
1383,101150_3..N01R,101150,3,Thursday,N,,
1383,101600_3..S01R,101600,3,Thursday,S,,
1383,101800_3..N01R,101800,3,Thursday,N,,
1383,102400_3..S01R,102400,3,Thursday,S,,
1383,103150_3..N01R,103150,3,Thursday,N,,
1383,103200_3..S01R,103200,3,Thursday,S,,
1383,103550_3..N01R,103550,3,Thursday,N,,
1383,103800_3..S01R,103800,3,Thursday,S,,
1383,104100_3..N01R,104100,3,Thursday,N,,
1383,104800_3..S01R,104800,3,Thursday,S,,
1383,104800_3..N01R,104800,3,Thursday,N,,
1383,105250_3..N01R,105250,3,Thursday,N,,
1383,105600_3..S01R,105600,3,Thursday,S,,
1383,106000_3..N01R,106000,3,Thursday,N,,
1383,106400_3..S01R,106400,3,Thursday,S,,1519945404
1383,106600_3..N01R,106600,3,Thursday,N,,
1383,107350_3..S01R,107350,3,Thursday,S,1519945405,1519946135
1383,107350_3..N01R,107350,3,Thursday,N,,
1383,108000_3..N01R,108000,3,Thursday,N,,
1383,108100_3..S01R,108100,3,Thursday,S,1519946097,1519946577
1383,108900_3..S01R,108900,3,Thursday,S,1519946580,1519947060
1383,109200_3..N01R,109200,3,Thursday,N,,
1383,109800_3..S01R,109800,3,Thursday,S,1519947090,1519947570
1383,109800_3..N01R,109800,3,Thursday,N,,
1383,110600_3..S01R,110600,3,Thursday,S,1519947570,1519948050
1383,110700_3..N01R,110700,3,Thursday,N,,
1383,111200_3..S01R,111200,3,Thursday,S,1519947930,1519948410
1383,111600_3..N01R,111600,3,Thursday,N,,
1383,102600_1..S,102600,1,Thursday,S,,
1383,102400_1..N03R,102400,1,Thursday,N,,
1383,102800_1..N03R,102800,1,Thursday,N,,
1383,103000_1..S03R,103000,1,Thursday,S,,
1383,103200_1..N03R,103200,1,Thursday,N,,
1383,103550_1..S04R,103550,1,Thursday,S,,
1383,103600_1..N03R,103600,1,Thursday,N,,
1383,103700_1..S03R,103700,1,Thursday,S,,
1383,104000_1..N03R,104000,1,Thursday,N,,
1383,104150_1..S03R,104150,1,Thursday,S,,
1383,104400_1..N03R,104400,1,Thursday,N,,
1383,104600_1..S03R,104600,1,Thursday,S,,1519945585
1383,104800_1..N03R,104800,1,Thursday,N,,
1383,105050_1..S03R,105050,1,Thursday,S,,1519945679
1383,105200_1..N03R,105200,1,Thursday,N,,
1383,105500_1..S03R,105500,1,Thursday,S,,1519945982
1383,105550_1..N03R,105550,1,Thursday,N,,
